Student ID,Age,Gender,Question ID,Topic,Difficulty Level,Question Text,Correct Answer,Response,Correct,Response Time (s),Confidence Level,Total Questions Answered,Accuracy (%),Average Response Time (s),Knowledge Gaps,Next Question Difficulty,Suggested Study Topics,Personalized Study Plan
1171,18,Female,Q17,Geography,Medium,What is the capital of France?,Paris,Paris,1,12,1,18,81,13,Literature,Hard,Physics,Focus on practice questions
1172,15,Female,Q84,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,29,2,24,80,8,Science,Medium,Geography,Focus on practice questions
1173,15,Female,Q50,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,25,4,13,70,12,Literature,Easy,Physics,Understand mathematical formulas
1174,16,Female,Q78,Geography,Easy,What is the capital of France?,Paris,Incorrect,0,26,2,24,70,11,History,Easy,Science,Understand mathematical formulas
1175,15,Female,Q24,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,23,3,22,92,17,Biology,Hard,Math,Understand mathematical formulas
1176,17,Female,Q62,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,28,3,23,78,11,Algebra,Hard,History,Understand mathematical formulas
1177,16,Female,Q60,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,30,3,10,87,10,Biology,Medium,Chemistry,Review fundamental principles
1178,18,Female,Q30,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,26,3,7,92,13,Science,Easy,Algebra,Learn about historical events
1179,16,Female,Q68,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,29,1,15,88,12,History,Easy,Algebra,Learn about historical events
1180,16,Male,Q38,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,13,1,6,81,19,Geography,Hard,Physics,Focus on practice questions
1181,16,Female,Q26,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,17,3,6,81,18,Literature,Easy,Physics,Focus on practice questions
1182,18,Female,Q84,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,25,4,19,93,9,Physics,Hard,Physics,Understand mathematical formulas
1183,18,Male,Q59,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,25,2,22,95,20,Science,Medium,Literature,Study major scientific concepts
1184,16,Male,Q6,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,23,3,9,88,17,Biology,Hard,History,Focus on practice questions
1185,18,Male,Q23,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,12,1,25,84,11,Geography,Medium,Math,Review fundamental principles
1186,18,Female,Q90,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,12,5,16,75,9,Physics,Easy,Algebra,Review fundamental principles
1187,15,Female,Q23,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,26,2,15,81,15,Biology,Medium,Biology,Study major scientific concepts
1188,15,Male,Q42,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,5,2,7,80,15,History,Hard,Chemistry,Review fundamental principles
1189,17,Male,Q39,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,27,3,12,95,20,Science,Medium,Literature,Focus on practice questions
1190,15,Male,Q78,History,Medium,Who was the first President of the United States?,George Washington,Incorrect,0,24,4,22,70,15,Math,Medium,History,Focus on practice questions
1191,17,Female,Q65,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,17,5,18,77,20,Literature,Easy,History,Focus on practice questions
1192,15,Female,Q38,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,8,2,21,90,20,Physics,Easy,Physics,Learn about historical events
1193,18,Female,Q88,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,22,5,12,84,8,Math,Easy,Science,Focus on practice questions
1194,15,Female,Q44,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,8,1,10,82,20,Biology,Medium,Algebra,Review fundamental principles
1195,15,Male,Q62,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,30,4,5,92,18,Math,Hard,Physics,Focus on practice questions
1196,17,Male,Q41,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,7,2,5,89,14,Geography,Hard,History,Focus on practice questions
1197,15,Male,Q40,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,28,1,13,73,13,Algebra,Medium,Science,Study major scientific concepts
1198,17,Male,Q92,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,23,1,22,74,19,Physics,Hard,Literature,Focus on practice questions
1199,18,Female,Q40,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,30,1,22,83,10,Science,Easy,Geography,Understand mathematical formulas
1200,18,Male,Q72,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,30,2,9,80,10,Chemistry,Hard,Physics,Understand mathematical formulas
1201,18,Male,Q30,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,29,2,5,83,10,History,Easy,Geography,Review fundamental principles
1202,16,Female,Q14,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Incorrect,0,8,4,20,88,15,History,Medium,Math,Learn about historical events
1203,16,Male,Q31,Geography,Hard,What is the capital of France?,Paris,Paris,1,29,5,9,85,19,Algebra,Hard,Math,Study major scientific concepts
1204,18,Male,Q40,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,5,2,20,75,9,Chemistry,Medium,History,Study major scientific concepts
1205,18,Female,Q89,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,27,2,14,78,15,History,Easy,Geography,Learn about historical events
1206,17,Male,Q92,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,13,5,5,93,18,Math,Medium,Algebra,Study major scientific concepts
1207,15,Female,Q86,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,28,3,24,84,11,Biology,Hard,Math,Learn about historical events
1208,16,Male,Q12,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,16,4,5,90,14,Algebra,Hard,Math,Learn about historical events
1209,18,Female,Q57,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,11,1,7,91,15,Science,Easy,Geography,Learn about historical events
1210,17,Male,Q3,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,21,3,11,76,18,Geography,Medium,Physics,Learn about historical events
1211,16,Male,Q42,Geography,Easy,What is the capital of France?,Paris,Paris,1,19,3,18,71,18,History,Medium,Science,Focus on practice questions
1212,16,Female,Q71,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,Incorrect,0,17,2,6,89,10,Physics,Medium,Physics,Understand mathematical formulas
1213,17,Male,Q5,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,12,2,6,80,18,History,Easy,Geography,Learn about historical events
1214,18,Male,Q14,Geography,Hard,What is the capital of France?,Paris,Paris,1,14,1,18,86,9,Algebra,Hard,Chemistry,Review fundamental principles
1215,16,Female,Q60,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,26,2,14,70,15,Geography,Medium,Geography,Understand mathematical formulas
1216,15,Female,Q61,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,6,2,24,81,8,Math,Hard,Math,Learn about historical events
1217,16,Male,Q84,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,14,4,14,90,20,History,Hard,Physics,Study major scientific concepts
1218,15,Male,Q77,Geography,Medium,What is the capital of France?,Paris,Paris,1,6,5,6,82,19,Geography,Easy,Biology,Understand mathematical formulas
1219,18,Male,Q60,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,22,5,6,77,10,History,Medium,Math,Study major scientific concepts
1220,16,Male,Q82,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,26,4,25,94,9,Math,Hard,Chemistry,Understand mathematical formulas
1221,17,Female,Q54,Geography,Hard,What is the capital of France?,Paris,Paris,1,23,3,5,71,19,Chemistry,Easy,History,Learn about historical events
1222,16,Female,Q73,Geography,Hard,What is the capital of France?,Paris,Paris,1,28,1,9,77,15,History,Hard,Geography,Review fundamental principles
1223,18,Female,Q56,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,23,3,9,77,11,Biology,Medium,Algebra,Learn about historical events
1224,17,Female,Q33,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,14,5,11,73,12,History,Easy,Science,Understand mathematical formulas
1225,17,Male,Q39,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,24,3,14,75,16,Chemistry,Easy,Algebra,Focus on practice questions
1226,18,Male,Q30,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,5,4,20,77,12,Literature,Medium,Physics,Focus on practice questions
1227,16,Male,Q25,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,21,2,5,95,10,Physics,Hard,Algebra,Study major scientific concepts
1228,16,Male,Q32,Geography,Easy,What is the capital of France?,Paris,Incorrect,0,20,4,15,76,9,History,Hard,Algebra,Review fundamental principles
1229,18,Female,Q49,Geography,Medium,What is the capital of France?,Paris,Paris,1,14,5,7,72,8,Algebra,Medium,Algebra,Learn about historical events
1230,16,Female,Q82,Geography,Hard,What is the capital of France?,Paris,Paris,1,16,3,17,77,13,Math,Easy,Biology,Understand mathematical formulas
1231,18,Male,Q86,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,16,3,6,70,20,Biology,Easy,Geography,Learn about historical events
1232,16,Female,Q71,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,25,3,22,84,14,Chemistry,Medium,Chemistry,Focus on practice questions
1233,16,Female,Q7,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,12,2,24,80,10,Geography,Medium,Geography,Study major scientific concepts
1234,16,Male,Q57,Geography,Medium,What is the capital of France?,Paris,Paris,1,10,2,21,92,10,Chemistry,Hard,Literature,Focus on practice questions
1235,17,Female,Q54,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,9,1,12,83,16,History,Medium,Chemistry,Study major scientific concepts
1236,18,Female,Q41,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,Incorrect,0,29,4,25,75,20,Chemistry,Hard,Physics,Focus on practice questions
1237,16,Female,Q78,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,26,4,6,84,19,Physics,Easy,History,Study major scientific concepts
1238,15,Female,Q12,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,20,4,21,91,12,Literature,Medium,Chemistry,Understand mathematical formulas
1239,15,Male,Q46,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,6,2,24,94,11,Math,Medium,History,Study major scientific concepts
1240,17,Male,Q36,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,15,3,12,87,16,Geography,Easy,History,Study major scientific concepts
1241,16,Female,Q59,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,11,3,24,70,12,Literature,Medium,Algebra,Understand mathematical formulas
1242,15,Female,Q55,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,20,3,7,92,13,Physics,Easy,Math,Review fundamental principles
1243,17,Female,Q46,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,29,3,22,91,20,Physics,Easy,Algebra,Learn about historical events
1244,18,Female,Q18,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,16,4,5,95,11,Chemistry,Medium,Literature,Focus on practice questions
1245,18,Female,Q31,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,21,2,19,92,9,Math,Hard,History,Learn about historical events
1246,16,Female,Q69,Geography,Medium,What is the capital of France?,Paris,Paris,1,19,3,24,72,20,Chemistry,Medium,Math,Understand mathematical formulas
1247,17,Female,Q83,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,10,4,20,93,18,Science,Medium,Physics,Study major scientific concepts
1248,17,Female,Q91,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,8,4,11,81,14,Chemistry,Medium,Math,Focus on practice questions
1249,15,Female,Q38,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,23,1,9,95,10,Math,Easy,Algebra,Focus on practice questions
1250,15,Female,Q43,Geography,Easy,What is the capital of France?,Paris,Paris,1,30,3,14,76,11,Geography,Medium,History,Learn about historical events
1251,18,Male,Q6,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,19,1,9,91,19,Chemistry,Medium,Algebra,Review fundamental principles
1252,15,Male,Q100,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,23,4,22,89,14,Literature,Medium,Literature,Learn about historical events
1253,16,Male,Q49,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,21,4,15,70,16,History,Easy,Science,Learn about historical events
1254,15,Female,Q7,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Incorrect,0,29,4,20,84,19,Algebra,Easy,Literature,Review fundamental principles
1255,17,Male,Q94,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,11,3,8,85,18,Literature,Medium,Geography,Review fundamental principles
1256,16,Female,Q28,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,15,1,7,73,12,Science,Hard,History,Focus on practice questions
1257,16,Male,Q31,Geography,Medium,What is the capital of France?,Paris,Paris,1,24,1,15,73,8,Physics,Hard,Biology,Learn about historical events
1258,17,Female,Q27,Geography,Hard,What is the capital of France?,Paris,Paris,1,28,3,23,73,18,History,Hard,Geography,Focus on practice questions
1259,18,Female,Q43,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,10,2,9,72,16,Math,Hard,Math,Learn about historical events
1260,16,Female,Q43,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,22,1,14,89,10,Math,Hard,Literature,Study major scientific concepts
1261,15,Female,Q60,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,23,4,14,82,12,Literature,Hard,Geography,Study major scientific concepts
1262,18,Female,Q41,Geography,Hard,What is the capital of France?,Paris,Paris,1,17,4,7,78,14,Chemistry,Hard,Algebra,Understand mathematical formulas
1263,15,Male,Q90,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,12,3,23,81,15,Geography,Hard,Geography,Review fundamental principles
